email,company,website,city,state,profession,phone,country
blair.mccreadie@fierarealestate.com,"Fiera Real Estate Canada",https://ca.fierarealestate.com,Toronto,ON,"Property Investment",18444317684,Canada
paul@paulmhecht.com,"Everyday Real Estate Millionaires",http://www.paulmhecht.com,Toronto,ON,"Property Investment",18002178501,Canada
abourke@alliedreit.com,"Allied Properties REIT Head Office",http://www.alliedreit.com,Toronto,ON,"Property Developer",14169779002,Canada
communications@greybrook.com,Greybrook,http://www.greybrook.com,Toronto,ON,"Investment service",14163229700,Canada
vendoreft@dream.ca,"Dream Office REIT",http://www.dream.ca,Toronto,ON,"Property Consultant",14163653535,Canada
335-3042stevewilkins@royallepage.ca,"Canadian Real Estate Investment Group Inc",http://www.snapscene.ca,Mississauga,ON,"Property Consultant",19052729600,Canada
adney@a2realinvestments.com,"A2 Real Investments",http://a2realinvestments.com,Mississauga,ON,"Property Investment",14372885374,Canada
jose@savvyrealestateinvestor.com,"Savvy Real Estate",http://www.savvyrealestate.ca,Mississauga,ON,"Investment company",16472871392,Canada
cansepac@bentallgreenoak.com,"Bentall Kennedy",http://www.bentallkennedy.com,Toronto,ON,"Investment company",14166813400,Canada
pierreleonard@romspen.com,Romspen,http://romspenfund.com,Toronto,ON,"Investment company",14169661100,Canada
infotoronto@epicinvestmentservices.com,"Epic Investment Services",http://epicinvestmentservices.com,Toronto,ON,"Investment service",14164979332,Canada
garh@redevgroup.ca,"ReDev Properties",https://www.redevgroup.com,Toronto,ON,"Property Investment",14162255700,Canada
ncorcoran@acumencapital.com,"Terra Firma Capital Corporation",http://www.tfcc.ca,Toronto,ON,"Investment service",14167924700,Canada
belinda.black@hazelview.com,"Hazelview Investments",https://www.hazelview.com,Toronto,ON,"Investment company",18889498439,Canada
fairfield@plazacorp.com,Plazacorp,https://www.plazacorp.com,Toronto,ON,"Property Developer",14164812222,Canada
hai.loc@exprealty.com,"Unloc Realty Hai Loc Broker",http://www.unlocrealty.com,Toronto,ON,"Property Investment",14168989014,Canada
nicole@riverrockmic.com,"RiverRock Mortgage Investment Corporation",http://riverrockmic.com,Toronto,ON,"Investment company",14165041886,Canada
phil.nanavati@fengate.com,"Fengate Asset Management",https://fengate.com,Toronto,ON,"Investment company",14164884184,Canada
jllipt@lasalle.com,"LaSalle Investment Management",https://www.lasalle.com,Toronto,ON,"Investment service",14163046000,Canada
brempel@blackwoodpartners.com,"Blackwood Partners",http://www.blackwoodpartners.com,Toronto,ON,"Investment service",14166033900,Canada
judy.taylor@fcr.ca,"First Capital REIT",http://www.fcr.ca,Toronto,ON,"Property Developer",14165044114,Canada
sean.finlay@stormontpartners.com,"Stormont Partners",http://stormontpartners.com,Toronto,ON,"Investment service",14164774650,Canada
hotels@cliftonblake.com,"Clifton Blake Group",http://www.cliftonblake.com,Toronto,ON,"Investment service",14168506809,Canada
glennt@kismetgroup.ca,"Kismet Wealth Group",http://www.kismetgroup.ca,Etobicoke,ON,"Financial institution",18556834381,Canada
kpawlik@oneproperties.com,"ONE Properties",http://oneproperties.com,Toronto,ON,"Property Developer",16472561014,Canada
eileen@oberfeldsnowcap.com,"Oberfeld Snowcap",http://www.oberfeldsnowcap.com,Toronto,ON,"Property Consultant",14165931595,Canada
reza@greenflow.ca,"GreenFlow Financial",http://www.greenflow.ca,Toronto,ON,"Financial institution",18007128520,Canada
vkilambi@centurion.ca,"Centurion Asset Management Inc.",https://centurion.ca,"North York",ON,"Investment company",14167335600,Canada
sronald@sharprock.ca,"Sharp Rock Developments",http://sharprock.ca,Toronto,ON,"Investment service",14169936663,Canada
bhennick@hennick.com,"Hennick & Company",http://www.hennick.com,Toronto,ON,"Investment company",14169669500,Canada
michelleeaston@thirdeyeinsights.ca,"NYX Capital Corp.",http://www.nyxcapital.com,"North York",ON,"Investment service",14165485590,Canada
nross@ninepoint.com,"Ninepoint Global Infrastructure Fund",http://www.ninepoint.com,Toronto,ON,"Investment company",14163627172,Canada
michael@parallaxcorp.ca,"Parallax Investment Corp",http://parallaxcorp.ca,Toronto,ON,"Property Developer",14169440968,Canada
rick@seligmancommercial.com,"Seligman Commercial Real Estate Brokerage",http://seligmancommercial.com,Toronto,ON,"Property Consultant",14166388500,Canada
mike@e-mpa.com,Mpa,https://e-mpa.com,Toronto,ON,"Property Consultant",14165913790,Canada
blakeb@purposeinvest.com,"Purpose Duration Hedged Real Estate Fund",http://purposeinvest.com,Toronto,ON,"Investment service",14165833850,Canada
samantha.tortora@blackrock.com,BlackRock,http://www.blackrock.com,Toronto,"Toronto ON M5J","Investment company",14166434000,Canada
ciinstitutional@ci.com,"CI Global Managers RSP Fund",http://www.ci.com,Montréal,QC,"Investment company",14163641145,Canada
titi@layoimmigration.ca,"Interras Real Est Consulting",http://www.layoimmigration.ca,Toronto,ON,"Property Consultant",14163659882,Canada
rto@gvcps.ca,"WE BUY HOUSES TOWNHOMES AND CONDOS IN VANCOUVER BC THE LOWER MAINLAND BC AND THE FRASER VALLEY BC",https://gvcps.ca,"West Vancouver",BC,"Property Investment",16048123718,Canada
payments@pacincome.com,"Pacific Income Capital Corporation",https://www.pacincome.com,Vancouver,BC,"Property Investment",18883345804,Canada
natasha.brown@grosvenor.com,"Grosvenor Americas",http://www.grosvenor.com,Vancouver,BC,"Property Developer",16046831141,Canada
bstpierre@anthemproperties.com,"Anthem Properties Group Ltd.",https://anthemproperties.com,Vancouver,BC,"Property Developer",16046893040,Canada
dmorris@formretail.com,"PCI Developments",https://www.pci-group.com,Vancouver,BC,"Property Developer",16046841151,Canada
tracy@davecollette.ca,"Real Estate-Dave Collette",http://davecollette.ca,Vancouver,BC,"Property Consultant",16048363348,Canada
leasing@chunghwa.ca,"Chunghwa Investment (Canada) Co Ltd",http://chunghwa.ca,Vancouver,BC,"Property Developer",16046887399,Canada
peter@hay2brick.com,"Hay2Brick Investing",http://www.hay2brick.com,Calgary,AB,"Property Investment",18669911336,Canada
treid@phoenixrealestateinvesting.com,"Phoenix Real Estate Investing",http://www.phoenixrealestateinvesting.com,Calgary,AB,"Investment service",14032464409,Canada
blake@accurewealth.com,"Accure Wealth Real Estate Solutions Inc.",http://www.accurewealth.com,Calgary,AB,"Property Consultant",14033701401,Canada
danielle.peeples@walton.com,"Walton Global Investments Ltd.",http://www.walton.com,Calgary,AB,"Investment company",14032654255,Canada
shane@shanemelanson.com,"Club Syndication",http://www.shanemelanson.com,Calgary,AB,"Property Developer",14036816021,Canada
dennis@pacdev.com,"Pacific Investments & Development Ltd",https://pacdev.com,Calgary,AB,"Investment service",14032467250,Canada
bf@bpinc.ca,"New North Projects Ltd",https://www.newnorthprojects.ca,Calgary,AB,"Property Developer",14035310280,Canada
jay.salmond@td.com,"TD Direct Investing Investor Centre",https://www.td.com,Calgary,AB,"Investment service",18004655463,Canada
kevin.dunn@td.com,"TD Wealth Private Investment Advice",http://advisors.td.com,Calgary,AB,"Investment service",14035034800,Canada
