email,company,website,city,state,profession
apalachdental@gmail.com,"Rex A. Whiteman DDS",http://www.rexwhitemandds.com,Apalachicola,Florida,Dentists
akaijhawells16@gmail.com,"Family & Cosmetic Dentistry: Belof Joshua D DDS",http://diordeluxeboutique.bigcartel.com,Bartow,Florida,Dentist
rassel_e@hotmail.com,"Winter Haven Dental",https://winterhavendental.com,"Winter Haven",Florida,Dentist
shimmeringdental@gmail.com,"Dr.Vidales DMD",http://lakelandfamilydental.com,Lakeland,Florida,Dentist
jpdentz@aol.com,"Smile by Dr. John Paul",http://www.smilebydrjohnpaul.com,Lakeland,Florida,Dentist
lakelanddds@gmail.com,"Charles D Llano DDS",http://lakelanddds.com,Lakeland,Florida,"General Dentistry"
zephyrhillsdental@yahoo.com,"Zephyrhills Dental",https://www.dentistzephyrhills.com,Zephyrhills,Florida,Dentist
lmcfd@outlook.com,"Henry Acosta DMD",http://www.dracostadmd.com,Auburndale,Florida,Dentist
hewettdentalimplants@gmail.com,"Implant and Comprehensive Dentistry",http://hewettdds.com,"Winter Haven",Florida,"Dental clinic"
mpdentures@gmail.com,"Masterpiece Dentures",http://www.masterpiecedentures.com,"Winter Haven",Florida,Dentist
jenniferpatakcounseling@gmail.com,"Belle Glade Dental Group",https://jennifer-patak.clientsecure.me,"Belle Glade",Florida,"Dental clinic"
urgentcareatpremier@gmail.com,"Premier General Dentistry",http://www.pgcdental.com,Wellington,Florida,Dentist
citydentalofwellington@gmail.com,"City Dental of Wellington",https://www.citydentalofwellington.com,Wellington,Florida,Dentist
infosmiles@yahoo.com,"All Smiles Dental Care",https://www.allsmilesdentalcarewpb.com,"West Palm Beach",Florida,Dentist
nobledentalwellington@gmail.com,"Noble Dental",http://www.24hoursemergencydentistoffice.com,Wellington,Florida,Dentist
floridagardensdentalcenter@comcast.net,"Florida Gardens Dental Center",http://floridagardensdentalcenter.com,"Lake Worth",Florida,Dentist
jjohnsdental@gmail.com,"24/7 Urgent Dental Care",https://www.estheticandimplantdentistry.com,"West Palm Beach",Florida,Dentist
familydentalcare561@gmail.com,"Michael C Westcott DDS",http://www.familydentalcare.comcastbiz.net,"West Palm Beach",Florida,Dentist
acouto2005@gmail.com,"Towncare Dental",https://www.towncaredental.com,"West Palm Beach",Florida,Dentist
familydental6772@outlook.com,"Sara Habashi DMD PLLC DBA Riverbridge Dentistry",http://riverbridgedental.com,Greenacres,Florida,Dentist
dr_anitha_reddy@yahoo.com,"Reddy Dental",http://www.reddydental.com,Greenacres,Florida,Dentist
westgladesdental@gmail.com,"Molero Joebeth Dr",http://www.mywgd.com,"Boca Raton",Florida,"Cosmetic dentist"
habashydental@gmail.com,"Habashy Dental",https://www.habashydental.com,"Palm Beach Gardens",Florida,Dentist
drsalee@hotmail.com,"Boynton Dental Studio",https://www.boyntondentalstudio.com,"Boynton Beach",Florida,"Cosmetic dentist"
suarezlidiadds@yahoo.com,"Lidia Suarez DDS Inc",http://www.smilesbydrsuarez.com,"West Palm Beach",Florida,Dentist
yamatofamilydental@gmail.com,"Yamato Family Dental",http://www.yamatofamilydental.com,"Boca Raton",Florida,Dentist
bocadentist12@gmail.com,"Clive Rosenbusch DDS",https://cliverosenbuschdds.com,"Boca Raton",Florida,"Cosmetic dentist"
soropoulos@aol.com,"Mizner Park Dental",http://dentistryofbocaraton.com,"Boca Raton",Florida,"Dental clinic"
ericssondental@gmail.com,"Ericsson Dental",https://www.ericssondental.com,"Boca Raton",Florida,Dentist
drwilliamkay@gmail.com,"William Kay DMD PA",https://www.drwilliamkay.com,"Boca Raton",Florida,Dentist
tacperio@aol.com,"Thomas A. Copulos DDS PA",http://periodontistboca.com,"Boca Raton",Florida,Periodontist
gjkarrdds@gmail.com,"George J. Karr DDS",http://www.drgeorgekarr.com,"Boca Raton",Florida,Dentist
feitsmiles@gmail.com,"Steven H. Feit DMD Boca Raton",https://www.smilespecialist.com,"Boca Raton",Florida,Dentist
bestchoicedentist@gmail.com,"Best Choice Dental - Boca Raton",https://bestdentalbocaraton.com,"Boca Raton",Florida,"Dental clinic"
www.ismiledocs@gmail.com,"iSmile Dental - Dr. James Helmy",https://www.ismileboca.com,"Boca Raton",Florida,Dentist
drgregg@comcast.net,"Laser and Cosmetic Dental Center of Boca Raton",https://www.teeth4life.com,"Boca Raton",Florida,Dentist
bocaoralsurgery@gmail.com,"Boca Raton Oral Facial and Implant Surgery LLC",http://www.bocaoralsurgery.com,"Boca Raton",Florida,"Dental clinic"
allen621@aol.com,"Konis Family Dental",http://www.allenkonisdds.com,"Boca Raton",Florida,Dentist
andi.bocasmiles@gmail.com,"Boca Smiles Dentistry - Raymond T. Lee DDS",http://www.bocasmilesdentistry.com,"Boca Raton",Florida,Dentist
corsodental@gmail.com,"Corso & Corso",https://www.dentists-bocaraton.com,"Boca Raton",Florida,Dentist
wolfbds@aol.com,"Schwartz Dentistry",https://schwartzdentistry.com,"Boca Raton",Florida,Dentist
brighthorizonsdental@gmail.com,"Bright Horizons Dental - Boca Raton Dentist",https://brighthorizonsdental.com,"Boca Raton",Florida,Dentist
drclaytonroth@yahoo.com,"Roth Clayton L DDS",http://claytonroth.com,"Boca Raton",Florida,Dentist
dgbloom76@gmail.com,"Wendroff & Bloom Dental: David Bloom DMD",http://www.wendroffandbloomdental.com,"Boca Raton",Florida,Dentist
seecharandental@gmail.com,"Ronik S. Seecharan D.M.D. P.A.",http://www.rsdentistry.com,"Boca Raton",Florida,Dentist
bocasmiledesigners@gmail.com,"Samuel Klein DDS",http://www.samuelkleindds.com,"Boca Raton",Florida,Dentist
almanandkatz@aol.com,"Alman & Katz D.M.D. PA",https://almanandkatzdmd.com,"Boca Raton",Florida,"Cosmetic dentist"
bocafamilydental@gmail.com,"Boca Family Dental",http://www.bocafamilydental.com,"Boca Raton",Florida,"Dental clinic"
drghalloub1@gmail.com,"Advanced Prosthodontics of Boca Raton: Dr. Melad Ghalloub DMD",http://www.cosmeticdentistrybocaratonfl.com,"Boca Raton",Florida,"Cosmetic dentist"
westbocadental@gmail.com,"West Boca Dental",http://www.westbocadental.com,"Boca Raton",Florida,Dentist
dradambarbag@gmail.com,"Barbag Dental",http://www.barbagdental.com,"Boca Raton",Florida,Dentist
lidlinc@hotmail.com,"Lasting Impression Dental Lab",http://www.lastingimpressionlab.com,"Boca Raton",Florida,Dentists
toothdoc753@aol.com,"Dr. Mark C. McCauley DMD",https://www.mccauleydental.com,"Delray Beach",Florida,Dentist
cooperorthodontics@gmail.com,"Cooper Orthodontics",https://www.smilesbycooper.com,"Boca Raton",Florida,Orthodontist
palmettodentist@gmail.com,"Palmetto Dentist Dr. Larysa K. Smith",http://www.palmettodentist.com,"Boca Raton",Florida,Dentist
statlerortho@gmail.com,"Statler Orthodontics",http://www.bracesandfaces.com,"Boca Raton",Florida,Orthodontist
osutd71@aol.com,"Woods Walk Dental Center",https://www.sachsdentalcenter.com,"Boca Raton",Florida,Dentist
dentalvibe123@gmail.com,"Robert Bradford DDS",http://dentalvibe.com,"Boca Raton",Florida,Dentist
maxandgatta@outlook.com,"Terry Max",http://www.terrymaxdds.com,"Boca Raton",Florida,Dentists
dpofcoralsprings@gmail.com,"Boca Raton Dentist Associates",http://www.coralspringsdentists.org,"Boca Raton",Florida,Dentist
ortliebrivera@aol.com,"Deerfield Beach Partners in Dentistry PA",http://www.dentistindeerfieldbeach.com,"Deerfield Beach",Florida,"Dental clinic"
santellidds@yahoo.com,"Santelli Orthodontics",http://www.santelliortho.com,"Boca Raton",Florida,Orthodontist
fldentalspa@gmail.com,"Michael Gertsen DMD",http://www.fldentalspa.com,"Lighthouse Point",Florida,"Cosmetic dentist"
adentist4kids@gmail.com,"Francisco Jimenez",https://adentist4kids.com,"Boca Raton",Florida,"Paediatric Dentist"
bocaislesdental@gmail.com,"Boca Isles Dental: Cosmetic & Dental Implant Center",https://www.bocaislesdental.com,"Boca Raton",Florida,"Cosmetic dentist"
drfloradental@gmail.com,"Flora Dental",https://drfloradental.com,"Delray Beach",Florida,Dentist
ota4braces@gmail.com,"Cohen Orthodontics",http://www.ota4braces.com,"Boca Raton",Florida,Orthodontist
floridadentalrejuvenation@gmail.com,"Florida Dental Rejuvenation",https://floridadentalrejuvenation.com,"Delray Beach",Florida,Dentist
