email,company,website,city,state,profession
uptownpremierdental@gmail.com,"Uptown Premier Dental",https://charlottedentaloffice.com,Charlotte,"North Carolina","General Dentistry"
charlotteemergencydental@gmail.com,"Charlotte Emergency Dental",https://charlotteemergencydental.com,Charlotte,"North Carolina",Dentist
genesisfamilydentistry@gmail.com,"Genesis Family Dentistry",https://genesisfamilydentist.com,Charlotte,"North Carolina",Dentists
yourexceptionalsmile@gmail.com,"Dr. Kathryn Sudikoff",http://www.drsudikoff.com,Charlotte,"North Carolina",Dentist
centralavenuedental3410@gmail.com,"Central Avenue Dental",https://www.centralavenuedental.com,Charlotte,"North Carolina",Dentist
stuckeydds@aol.com,"SouthPark Dentistry",http://www.southparkdentistry.com,Charlotte,"North Carolina",Dentist
drcrowleycorrell@gmail.com,"Carmel Professional Dentistry by Carolyn Crowley Correll DDS",https://www.carmelprofessionaldentistry.com,Charlotte,"North Carolina",Dentist
tranquilfamilydentistry@gmail.com,"Tranquil Family Dentistry",http://tranquilfamilydentistry.com,Charlotte,"North Carolina","Cosmetic dentist"
nikdesigns4u@gmail.com,"Royal Dental Associates - Central Ave",http://www.royaldentalassociates.com,Charlotte,"North Carolina",Dentist
bloomingsmilespd@gmail.com,"Blooming Smiles Pediatric Dentistry",http://www.bloomingsmilespd.com,Charlotte,"North Carolina","Paediatric Dentist"
harlowdentalnc@gmail.com,"Harlow Dental at Steele Creek: H. Justin Harlow DDS",https://www.harlowdentalnc.com,Charlotte,"North Carolina","Cosmetic dentist"
rescott.dentistry@gmail.com,"Robert E. Scott DMD",https://www.robertscottcharlottenc.com,Charlotte,"North Carolina",Dentist
joenelly28@gmail.com,"A Smile 4U Family Dentistry",http://smile4ucharlotte.com,Charlotte,"North Carolina",Dentist
hjdentistry@gmail.com,"Haydn G. Jones II DDS",https://www.haydnjonesdds.com,Charlotte,"North Carolina",Dentist
piedmontdentistry@gmail.com,"Charlotte Dentist - Piedmont Dentistry",http://www.piedmontdentistrysmiles.com,Charlotte,"North Carolina",Dentist
rwatsondds@gmail.com,"Dr Robert H Watson Jr",https://www.drrobertwatson.com,Charlotte,"North Carolina",Dentist
dockibler@aol.com,"J. Christopher Kibler D.D.S",http://www.kiblerdental.com,Charlotte,"North Carolina",Dentist
pristinedentistrync@gmail.com,"Dr Frajovon R Talley DDS",http://www.lisagammonsdds.com,Charlotte,"North Carolina",Dentist
ssetienn@gmail.com,"Eagle Shembo Dentistry",http://www.eagleshembodentistry.com,Charlotte,"North Carolina",Dentist
youngandpolite@gmail.com,"Young and Polite Childrens Dentistry",http://youngandpolite.com,Charlotte,"North Carolina","Dental clinic"
faucettedentistry@gmail.com,"Dr. Christopher Faucette DDS PA",http://www.faucettedentistry.com,Charlotte,"North Carolina",Dentist
scottayoungdds@gmail.com,"Scott A. Young DDS",http://youngsmile.com,Charlotte,"North Carolina",Dentist
agapedentalministry@gmail.com,"Agape Dental Ministry",http://www.agapedentalministry.org,Charlotte,"North Carolina","Dental clinic"
csdavenportdds@aol.com,"C. Scott Davenport DDS PA",http://davenportdentistry.com,Charlotte,"North Carolina",Dentist
charlotteosicenter@gmail.com,"Friendly Dental of Concord",http://www.friendlydentalconcord.com,Concord,"North Carolina",Dentists
orthoear@aol.com,"Dr. Ernest A. Rider Orthodontics",http://www.riderorthodontics.com,Charlotte,"North Carolina",Orthodontist
lennyhess@aol.com,"Leonard Hess DDS PA",https://www.mycharlottecosmeticdentist.com,Monroe,"North Carolina",Dentist
calmwatersdentistry@gmail.com,"Calm Waters Dentistry",https://www.calmwatersdentistry.com,Statesville,"North Carolina",Dentist
mpateldmd1@gmail.com,"Fresh Dental Hickory NC",https://freshdentalnc.com,Hickory,"North Carolina",Dentist
shoptondental@gmail.com,"Shopton Dental",http://www.shoptondental.com,Charlotte,"North Carolina",Dentist
blakeneysmiledentistry@gmail.com,"Blakeney Smile Dentistry",http://www.blakeneysmiledentistry.com,Charlotte,"North Carolina","Dental clinic"
sam.burrow4@gmail.com,"Burrow and Welchel Orthodontics",https://www.charlotteorthodontists.com,Charlotte,"North Carolina",Orthodontist
dentistnc911@gmail.com,"All Family Dentistry",http://dentistmatthewsnc.com,Matthews,"North Carolina","Dental clinic"
icardandstrein@gmail.com,"Jason C. Strein DDS",http://www.drmarkicard.com,Harrisburg,"North Carolina",Dentist
ginadavisdds@gmail.com,"Davis Gina R DDS PA",http://www.gdavisdds.com,Charlotte,"North Carolina",Dentist
marshvillefamilydentistry@gmail.com,"W. Randall Cline DDS",http://www.marshvilledentist.com,Monroe,"North Carolina","Cosmetic dentist"
williamsdentalclt@gmail.com,"Williams Dental - Cotswold NC",https://williamsdentalclt.com,Charlotte,"North Carolina",Dentist
lkndds@gmail.com,"Lake Norman Family & Cosmetic Dentistry",https://www.lkndds.com,Mooresville,"North Carolina","Cosmetic dentist"
cherrydentistry@gmail.com,"Marti L Cherry DDS PA",http://www.marticherrydds.com,Charlotte,"North Carolina",Dentist
quimbyandcollins@yahoo.com,"Quimby & Collins Orthodontics",http://www.quimbyandcollins.com,Charlotte,"North Carolina",Orthodontist
holisticdentalcenters@gmail.com,"Carl McMillan DMD PA: Holistic Dental Centers",http://www.smilesraleigh.com,Cornelius,"North Carolina","Dental clinic"
patelalstonandassociates@gmail.com,"Fine Arts Dentistry",https://fineartsdentistry.com,Matthews,"North Carolina",Dentist
minthillsmiles@gmail.com,"Mint Hill Smiles",https://minthillsmiles.dentist,"Mint Hill","North Carolina",Dentist
pleasantplainsdental@gmail.com,"Pleasant Plains Dental",https://pleasantplainsdental.com,"Indian Trail","North Carolina",Dentist
broadwellfamilydentistry@gmail.com,"Broadwell Family Dentistry",http://www.broadwelldds.net,Kannapolis,"North Carolina",Dentist
kirbypeggysue@aol.com,"Physicians Mutual",https://www.physiciansmutual.com,Charlotte,"North Carolina","Insurance agency"
kidsmileshp@live.com,"Kid Smiles",http://www.kidsmilesdentist.com,Winston-Salem,"North Carolina","Paediatric Dentist"
north.pamir@gmail.com,"DR. GARY HEESEMAN JR.",https://fr.yelp.ca,Charlotte,"North Carolina",Dentist
brooksfamilydentistry04@gmail.com,"Detra K Brooks DDS",http://brooksfamilydentist.com,Charlotte,"North Carolina",Dentist
c2dentistry@yahoo.com,"C2 Dentistry",https://www.c2dentistry.com,Charlotte,"North Carolina",Dentist
thegoldteethspecialist@gmail.com,"Crown Jewelers - The Gold Teeth Specialists",http://goldteethspecialist.com,Charlotte,"North Carolina","Cosmetic Dentists"
sackstederorthodontics@gmail.com,"Sacksteder Orthodontics",http://www.sackstederorthodontics.com,Charlotte,"North Carolina",Orthodontists
danuellarogers8508@aol.com,"Pinnavaia Tom DDS",http://pinnavaiatomdds.com,Charlotte,"North Carolina",Dentists
tdlamdds@gmail.com,"Tin D Lam DDS - Cornerstone Dental Group",https://csdentalgroup.com,Harrisburg,"North Carolina",Dentists
downtownraleighdental@gmail.com,"Robert Niles",http://www.smilesbydrniles.com,Raleigh,"North Carolina",Dentist
greenleedentalcenter@gmail.com,"Greenlee Dental Center",http://greenleedentalcenter.net,Raleigh,"North Carolina",Dentist
cameronvillagedentist@gmail.com,"Cameron Village Dentist",http://www.cameronvillagedentist.com,Raleigh,"North Carolina",Dentist
vividdentalwinston@gmail.com,"Vivid Dental",https://www.vividdental.com,Raleigh,"North Carolina",Dentist
stmarysdentistry@gmail.com,"St. Marys Family Dentistry",http://stmarysdds.com,Raleigh,"North Carolina","Cosmetic dentist"
drmattwirick@gmail.com,"Crabtree Valley Dental",http://crabtreevalleydental.com,Raleigh,"North Carolina",Dentist
leeallendds@gmail.com,"Creedmoor Road General Dentistry",http://www.myraleighncdentist.com,Raleigh,"North Carolina",Dentist
goverandgover@gmail.com,"Gover and Gover Dentistry",http://www.myraleighdentists.com,Raleigh,"North Carolina",Dentist
uptowndentistrync@gmail.com,"Dr. Helen H. Zhang DMD",http://uptowndentistry.webs.com,Raleigh,"North Carolina",Dentist
afdraleigh@gmail.com,"Atlantic Family Dental",http://www.atlanticfamilydental.net,Raleigh,"North Carolina","Dental clinic"
raleighdds@hotmail.com,"Implant & General Dentistry: Turner K Victor DDS",http://www.theraleighdentists.com,Raleigh,"North Carolina",Dentist
neddawi@hotmail.com,"Nedda Ibrahim DDS",http://www.yourraleighfamilydentist.com,Raleigh,"North Carolina",Dentist
caringsmile@outlook.com,"Caring Smile Family Dentistry",http://www.caringsmilefamilydentistry.com,Raleigh,"North Carolina",Dentist
drtomlong@gmail.com,"Raleigh Institute for General and Aesthetic Dentistry",http://www.riadent.com,Raleigh,"North Carolina","Dental clinic"
moseswatsondds@gmail.com,"Watson Family Dentistry",http://www.moseswatsondds.com,Raleigh,"North Carolina",Dentist
fallslakedental@gmail.com,"Falls Lake Dental",http://www.fallslakedental.com,Raleigh,"North Carolina","Cosmetic dentist"
williamsdental@gmail.com,"Williams & Daily Dental",http://www.williamsanddaily.com,Raleigh,"North Carolina","Cosmetic Dentist"
fallsfamilydental@outlook.com,"Falls Family Dental",http://www.fallsfamilydentistry.com,Raleigh,"North Carolina",Dentist
lauranethercot@yahoo.com,"North Carolina Implants & Periodontics",https://www.periodontist-raleighnc.com,Raleigh,"North Carolina",Dentist
