email,company,website,city,state,profession
jimscarpet@windstream.com,"Jims Carpet & Supplies",http://jimscarpet.com,Beatrice,Nebraska,"Carpet Retail Shop"
nick@gvkustomkitchens.com,"C&D Bathroom Remodeler Service LLC",http://www.gvkustomkitchens.com,Beatrice,Nebraska,"Kitchen Renovator"
karie@interiorsbyjoan.com,"Interiors Joan and Associates",http://www.interiorsbyjoan.com,Lincoln,Nebraska,"Interior designer"
natasha@ihdne.com,"Inspiring Homes Design",http://www.ihdne.com,Lincoln,Nebraska,"Interior designer"
cshively@pauldanielsinteriors.com,"Paul Daniels Interiors",http://www.pauldanielsinteriors.com,Lincoln,Nebraska,"Interior designer"
julier@stageitomaha.com,"Platte Interiors",http://www.stageitomaha.net,Lincoln,Nebraska,"Interior designer"
eprettyman@lincolnhomedesign.com,"Lincoln Home & Design",http://www.lincolnhomedesign.com,Lincoln,Nebraska,"Interior designer"
sarah@fritzandlloyd.com,"Fritz + Lloyd Interiors",http://fritzandlloyd.com,Lincoln,Nebraska,"Interior designer"
christine@christinemanndesigns.com,"Christine Mann Designs",http://www.christinemanndesigns.com,Lincoln,Nebraska,"Interior designer"
anjli@modlabinteriors.com,"Designer Concepts",https://modlabinteriors.com,Lincoln,Nebraska,"Interior designer"
elisabeth@coffeyandcompany.com,"Coffey & Co",http://www.coffeyandcompany.com,Lincoln,Nebraska,"Home Furniture Shop"
cso@afhsoregon.com,"Ashley HomeStore",https://stores.ashleyfurniture.com,Beatrice,Nebraska,"Home Furniture Shop"
angeladubas@staging-spaces.net,"Staging Spaces",http://www.stagingspaces.online,Columbus,Nebraska,"Interior designer"
andrea@schneidercustom.com,"Mode De Vie Interiors",http://www.modedevieinteriors.com,Lincoln,Nebraska,"Kitchen Renovator"
sherri@customblindsdesign.com,"Custom Blinds & Design",http://www.customblindsdesign.com,Lincoln,Nebraska,"Curtain shop"
leeann@cskitchenandbath.com,"C S Kitchen & Bath Studio",http://www.cskitchenandbath.com,Lincoln,Nebraska,"Kitchen Renovator"
olivia@rosewoodinteriors.co,"Design Beginnings Inc",http://www.rosewoodinteriors.co,Omaha,Nebraska,"Interior designer"
somethingspecialinc@cox.net,"Something Special Interiors",https://www.somethingspecialinteriorsinc.com,Papillion,Nebraska,"Interior designer"
noonanmissy@sonatahomedesign.com,"Sonata Home Design",http://sonatahomedesign.com,Lincoln,Nebraska,"Interior Decorator"
eric@o2creative.com,"Gotcha Covered",https://gcovered.com,Lincoln,Nebraska,"Kitchen Renovator"
nate@lincolnrenovations.com,"Nates Custom Renovations Inc.",https://www.lincolnrenovations.com,Lincoln,Nebraska,"Kitchen Renovator"
kelly_d_hendershot@homedepot.com,"The Home Depot",https://www.homedepot.com,Lincoln,Nebraska,"Home improvement shop"
vancouver@granitetransformations.com,"Kann Improvements",https://www.granitetransformations.com,Lincoln,Nebraska,"Home improvement shop"
matt@murraycustomhomes.com,"Murray Custom Homes",http://www.murraycustomhomes.com,Lincoln,Nebraska,"Home builder"
lffrdnkdndc@inebraska.com,STEEL-N-THYME,http://steelnthyme.com,Hickman,Nebraska,"Garden Furniture Shop"
